date,theme,mention_number,summary,summary_extended,tickers_direct,confidence,final_basket,final_source,final_direction,final_action,final_note,old_basket,old_source,old_direction,new_basket,new_source,new_direction,new_reasoning,assessment,assessment_note,changed,override_exists
7/1/24,AI networking (Ethernet/InfiniBand),1,"GPU utilization is the single most important metric for AI model training competitiveness; storage, memory, and networking are the key bottlenecks","Baker argues that GPU utilization is the single most important metric for evaluating AI model training competitiveness, and that it is currently severely constrained by mismatched infrastructure scaling. He uses a restaurant analogy to illustrate that GPUs (the 'head chef') have improved roughly 50x in performance over 4-5 years while the surrounding data center components — storage, memory, and networking — have only improved approximately 4x, causing GPUs to sit idle, wasting power and depreciating capital. The investment implication is that companies solving these bottlenecks in storage, memory, and networking will be the primary beneficiaries of the AI infrastructure buildout, as they directly enable higher GPU utilization, better model quality, faster time-to-market, and lower training costs. Baker states this is his 'number one metric' and has positioned both his public and private portfolios around it, indicating high conviction in this structural infrastructure thesis.","MU, WDC, STX, ANET",high_conviction,ANET,BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'WDC', 'MU', 'STX'}, rejecting additions",ANET,BAKER_NAMED,LONG,"MU, WDC, STX, ANET",OBVIOUS_UNIVERSE,LONG,"Baker has high conviction that storage, memory, and networking companies are the primary beneficiaries of AI infrastructure buildout, and the mentioned companies are the obvious public plays in those niches.",DISAGREE,Added MU/WDC/STX to a networking thesis. Over-expansion.,YES,NO
8/27/24,AI networking (Ethernet/InfiniBand),2,"Networking, storage, and memory are the most underinvested and highest-opportunity layers in AI infrastructure because GPU speed has outpaced the rest of the data center 50x vs 4-5x","Baker argues that networking, storage, and memory represent the most underinvested and highest-opportunity layers in AI infrastructure, driven by a severe capability mismatch: GPUs have improved roughly 50x in speed over the past five years while networking, storage, and memory have only improved 4-5x. This imbalance manifests in poor cluster efficiency — model flop utilization (MFU) sits at only 35-40% despite per-GPU theoretical utilization (MAMF) of ~83%, meaning the bottleneck is not the GPU itself but the surrounding infrastructure. Baker explicitly states he is 'targeting his dollars' at next-generation networking, storage, and memory technologies, calling networking in particular 'the choke point' with the 'highest likelihood of success' as an investment. The implication is that companies supplying high-speed networking fabrics, storage solutions, and memory bandwidth for AI clusters are structurally undervalued relative to GPU-centric plays, and represent a higher-conviction infrastructure opportunity as clusters scale.","ANET, MU, PSTG",high_conviction,ANET,BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'MU', 'PSTG'}, rejecting additions",ANET,BAKER_NAMED,LONG,"ANET, MU, PSTG",OBVIOUS_UNIVERSE,LONG,"Baker expresses high conviction that networking, storage, and memory are structurally underinvested in AI infrastructure, and the three mentioned companies are the obvious public pure-plays in those niches.",DISAGREE,Added MU/WDC/STX to a networking thesis. Over-expansion.,YES,NO
11/30/21,ASML / semcap equipment criticality,2,Leading-edge semiconductor manufacturing is a critical geopolitical chokepoint — only 5 countries can do it,"Baker argues that leading-edge semiconductor manufacturing is a critical geopolitical chokepoint controlled by a small number of Western companies, making full US-China tech decoupling structurally very difficult. The thesis rests on the observation that advanced chip fabrication requires ASML's EUV lithography machines (the sole global supplier, based in the Netherlands) combined with process equipment from American firms Lam Research, KLA, and Applied Materials — without all of these, no country can manufacture leading-edge semiconductors. Baker emphasizes that even possessing the machines is insufficient; years of proprietary trial-and-error 'recipe' development are required to achieve viable yields, creating an additional non-replicable moat. The investment implication is that these four equipment companies occupy structurally irreplaceable positions in the global semiconductor supply chain, giving them durable pricing power and geopolitical insulation regardless of where fabs are built. No specific price targets or timeframes were cited, but Baker frames this as a long-term structural constraint on both geopolitics and competitive dynamics in semiconductors.","ASML, LRCX, KLAC, AMAT",high_conviction,ASML,BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'LRCX', 'KLAC', 'AMAT'}, rejecting additions",ASML,BAKER_NAMED,LONG,"ASML, LRCX, KLAC, AMAT",BAKER_NAMED,LONG,"Baker argues these four equipment companies occupy structurally irreplaceable positions with durable pricing power, which is a clear bullish investment thesis.",AGREE,He named all four. Matches our China override basket.,YES,NO
10/22/25,DRAM / HBM memory bottleneck,8,Scaled foundation model companies are dramatically better investments post-reasoning models due to emergence of data flywheel,"Baker argues that the emergence of reasoning models (via RLVF and test-time compute) has fundamentally changed the investment case for scaled foundation model companies by creating a user-data-product flywheel that did not previously exist in standard LLMs. Specifically, he contends that a large user base now directly feeds back into model quality improvement, giving companies with massive user bases a compounding structural advantage that smaller or newer entrants cannot easily replicate. Baker identifies OpenAI, Anthropic, XAI, and Google DeepMind as the primary beneficiaries of this dynamic, viewing them as a durable oligopoly that can now be valued on revenue multiples rather than speculative metrics. The investment implication is that scaled foundation model companies are dramatically better investments post-reasoning than they were before, and that this structural moat makes them long-term holds. Notably, most of the named beneficiaries (OpenAI, Anthropic, XAI) are private, limiting direct public equity expression of this thesis.","GOOGL, MSFT",high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'GOOGL'}, rejecting additions",MU,OBVIOUS_UNIVERSE,LONG,GOOGL,BAKER_NAMED,LONG,"Google DeepMind is explicitly named as one of four primary beneficiaries of the reasoning model flywheel dynamic, and GOOGL is the only one that is publicly traded; the other three (OpenAI, Anthropic, XAI) are private.",DISAGREE,Losing MU from a thesis where he pitched MU at Sohn,YES,NO
5/20/26,DRAM / HBM memory bottleneck,11,Cross-sectional AI valuations are deeply inconsistent — semi-cap equipment at 40x annualized earnings vs. DRAM at mid-single digit P/E cannot both be correct,"Baker argues that current cross-sectional valuations across the semiconductor supply chain are deeply inconsistent and cannot simultaneously be correct. Specifically, he notes that semi-cap equipment stocks are trading at approximately 40x annualized earnings while DRAM stocks trade at mid-single-digit P/Es — a stark contrast to the prior cycle peak where semi-cap traded at ~5x and DRAM at ~12x, meaning the historical relationship has essentially inverted. He contends this gap is unjustifiable even after accounting for improved semi-cap business model quality and uncertainty around HBM demand, and that one or both asset classes must reprice. He further highlights a second internal inconsistency: Nvidia's valuation appears cheap relative to its own history, while GE Vernova's valuation implies power demand growth so extreme it would require an unfathomable loss of Nvidia GPU market share — these two valuations cannot coexist. The investment implication is to be long DRAM (particularly Micron as the US-listed pure play) and skeptical of semi-cap equipment multiples, while the Nvidia/GEV inconsistency suggests either GEV is overvalued or NVDA is undervalued.","NVDA, GEV, MU",high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'LRCX', 'KLAC', 'AMAT'}, rejecting additions",MU,OBVIOUS_UNIVERSE,LONG,"MU, AMAT, LRCX, KLAC",OBVIOUS_UNIVERSE,PAIR_TRADE,"Baker is explicitly long DRAM (Micron as the US-listed pure play) and skeptical of semi-cap equipment multiples at 40x earnings, implying long MU vs short the obvious semi-cap equipment names (AMAT, LRCX, KLAC).",RESOLVED,-> MU / BAKER_NAMED / LONG. The PAIR_TRADE idea (long MU short semicap) is creative but he is not saying short AMAT. He is noting a valuation inconsistency. Keep MU LONG.,YES,NO
6/11/26,DRAM / HBM memory bottleneck,15,Long-running agentic AI models represent a step-change in intelligence utilization that makes current benchmarks obsolete and dramatically increases compute demand,"Baker argues that long-running agentic AI models represent a fundamental step-change in intelligence utilization that renders current benchmarks meaningless and dramatically expands compute demand. He references Noam Brown's insight that no one truly knows how capable current frontier models are because they have never been run continuously for extended periods — the analogy being that Einstein thinking about physics 24/7 without sleep, distraction, or aging would produce extraordinary output far beyond what episodic use suggests. This framing caused Baker to become significantly more bullish on compute than he already was, implying that the market is underestimating the long-run infrastructure buildout required to support persistent, multi-agent AI workloads. Fable 5/Mythos capabilities in multi-agent orchestration and long-running tasks are cited as early validation of this thesis, and Gerstner corroborates with Anthropic revenue inflection as evidence the demand signal is already materializing. The investment implication is to be long compute infrastructure — particularly GPU and datacenter capacity providers — as the true ceiling of model utilization has not yet been approached.","NVDA, SMCI, ANET",high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'ANET', 'NVDA', 'SMCI'}, rejecting additions",MU,OBVIOUS_UNIVERSE,LONG,"NVDA, SMCI, ANET",BAKER_NAMED,LONG,"Baker expresses high conviction that the market is underestimating long-run compute infrastructure demand, with the explicit investment implication to be long GPU and datacenter capacity providers, and NVDA, SMCI, ANET are mentioned as companies in that space.",DISAGREE,Losing MU from a thesis where he pitched MU at Sohn,YES,NO
6/27/26,DRAM / HBM memory bottleneck,16,"DRAM is the single most important bottleneck in AI infrastructure, not other components","Baker argues that DRAM is the single most critical bottleneck in AI infrastructure, explicitly dismissing competing bottleneck candidates including lasers, capacitors, power supply semiconductors, NAND flash, and HDDs. His reasoning is that memory capacity and bandwidth are foundational constraints that directly limit the performance of every AI model, making DRAM uniquely irreplaceable among hardware components. He cites Elon Musk's strategic focus on memory for Terapab as corroborating evidence that sophisticated AI builders recognize DRAM as the binding constraint. The investment implication is to be long DRAM producers, with Micron (MU) being the primary US-listed beneficiary; SK Hynix and Samsung are the other major producers but are not US-listed equities. No specific price targets or timeframes beyond 'medium-term' were cited.",MU,high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,Source-only diff,MU,OBVIOUS_UNIVERSE,LONG,MU,BAKER_NAMED,LONG,"Baker explicitly identifies DRAM as the critical AI bottleneck with high conviction, names Micron (MU) as the primary US-listed beneficiary among DRAM producers.",RESOLVED,"-> MU / BAKER_NAMED / LONG. DRAM is the bottleneck, MU named. Source upgrade.",YES,NO
7/27/20,DRAM / HBM memory bottleneck,1,"AI has dramatically higher semiconductor intensity than human-written software, driving a multi-decade structural demand uplift for the entire semiconductor industry","Baker argues that AI software has dramatically higher semiconductor intensity than human-written software — approximately 6x more memory consumption and significantly more compute, networking, and storage requirements per unit of workload. As AI progressively displaces human-written software over a 10-30 year horizon, he believes the semiconductor industry's share of global GDP should rise by 4-6x, representing one of the most important structural investment themes of the coming decades. The investment implication is broad and sector-wide: virtually every segment of the semiconductor supply chain — logic, memory, networking, capital equipment — stands to benefit from this secular demand uplift. Baker frames this not as a cyclical trade but as a foundational structural view underpinning all of his semiconductor investments, with the magnitude of uplift (4-6x semiconductor intensity) providing a quantitative anchor for long-duration positioning across the space.",,high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'SMH', 'SOXX'}, rejecting additions",MU,OBVIOUS_UNIVERSE,LONG,"SMH, SOXX",OBVIOUS_UNIVERSE,LONG,"Bullish on the entire semiconductor sector as AI drives 4-6x structural demand uplift across logic, memory, networking, and equipment — broad sector ETFs are the obvious vehicle for this non-company-specific thesis.",DISAGREE,Losing MU from a thesis where he pitched MU at Sohn,YES,NO
8/27/24,DRAM / HBM memory bottleneck,5,"Inference will increasingly shift to on-device (edge) compute, with DRAM capacity on phones becoming the key differentiating spec","Baker argues that AI inference will follow historical compute cycles and shift toward decentralization, with a 'local when you can, cloud when you must' model becoming the dominant paradigm for on-device AI. He contends that DRAM capacity — not flash storage — will become the defining hardware specification for smartphones, because DRAM determines the maximum parameter count of models that can run locally on a device. Apple is uniquely positioned to capture this shift due to its iOS distribution chokehold, which gives it unmatched leverage to monetize a tiered AI intelligence subscription model and a premium 'super phone' market segment. Baker frames this as a structural, multi-year shift with explicit downstream consequences: a bifurcated phone market where AI capability is gated by DRAM, and Apple sitting at the top of the value chain as the primary beneficiary. No specific numeric targets or timeframes were cited, but the conviction is high and the implication is to be long AAPL as the clearest expression of this thesis.","AAPL, MU",high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'AAPL'}, rejecting additions",MU,OBVIOUS_UNIVERSE,LONG,AAPL,BAKER_NAMED,LONG,"Baker explicitly frames Apple as the primary beneficiary of the on-device AI shift due to its iOS distribution leverage and premium phone positioning, with a clear implication to be long AAPL.",DISAGREE,Losing MU from a thesis where he pitched MU at Sohn,YES,NO
8/7/24,DRAM / HBM memory bottleneck,4,"HBM (High Bandwidth Memory) is the primary axis of competition and constraint for AI compute; SK Hynix and Micron are the winners, Samsung has lost its way.","Baker argues that High Bandwidth Memory (HBM) is the primary bottleneck constraining AI compute scaling, alongside power, and that this supply constraint is structural and will persist over the medium term. His key technical evidence is that producing HBM requires approximately 4x more wafer capacity than standard DRAM, meaning supply cannot be rapidly expanded even if demand surges. Within HBM, Baker identifies SK Hynix and Micron as the clear winners, while Samsung has 'lost its way' and is not competitive in this critical product category. The investment implication is to be long Micron (the only US-listed HBM winner) as a structural beneficiary of AI infrastructure buildout, with SK Hynix and Samsung being non-US-listed and therefore outside the actionable US equity universe. Baker frames this as a durable competitive dynamic, not a cyclical one, making Micron a high-conviction long.",MU,high_conviction,MU,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,Source-only diff,MU,OBVIOUS_UNIVERSE,LONG,MU,BAKER_NAMED,LONG,Baker explicitly identifies Micron as the only US-listed HBM winner and a high-conviction long benefiting from structural AI demand.,RESOLVED,-> MU / BAKER_NAMED / LONG. He named MU. Source upgrade is fine.,YES,NO
6/15/26,Datacenter physical assets,2,EV/net PP&E is an increasingly important valuation metric; installed physical assets on Earth will appreciate in value,"Baker argues that EV/net PP&E is an increasingly important valuation metric for the current market environment, reflecting a structural view that installed physical assets on Earth will appreciate in value over time. He references Goldman Sachs's 'halo trade' concept — companies with high asset value and low obsolescence risk — as the intellectual framework underpinning this view. The implication is that asset-heavy AI infrastructure companies (hyperscalers, data center REITs, and similar capital-intensive businesses) are undervalued when assessed on this metric relative to their true replacement-cost value. Baker frames this as a contrarian lens: the market has historically rewarded asset-light businesses, but the AI infrastructure buildout is reversing that dynamic, making physical capital intensity a feature rather than a bug. Investors should look for companies with large, hard-to-replicate installed bases of physical infrastructure that face low technological obsolescence risk.","META, AMZN, GOOGL, MSFT, EQIX, DLR",high_conviction,"EQIX, DLR",OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'META', 'AMZN', 'MSFT', 'GOOGL'}, rejecting additions","EQIX, DLR",OBVIOUS_UNIVERSE,LONG,"META, AMZN, GOOGL, MSFT, EQIX, DLR",OBVIOUS_UNIVERSE,LONG,"Bullish on asset-heavy AI infrastructure companies (hyperscalers and data center REITs) arguing their installed physical assets are undervalued on EV/net PP&E, with the named companies being the obvious public universe for this thesis.",RESOLVED,"-> EQIX, DLR / BAKER_NAMED / LONG. He explicitly names EQIX and DLR with EV/net PP&E as an ""increasingly important metric"" and says installed assets will appreciate. This is bullish.",YES,NO
10/22/25,Edge AI as bear case for cloud,4,Edge AI / on-device AI is a meaningful risk to the centralized data center boom,"Baker identifies edge AI / on-device AI as a meaningful structural risk to the current hyperscale data center buildout, framing it explicitly as a downside scenario rather than a base case. He argues that within 2-3 years, a smartphone could run a 130 IQ AI locally that knows the user personally, handles tasks like banking, and only calls out to cloud AI for complex queries — dramatically reducing per-user cloud compute demand. This mirrors the historical oscillation between centralized mainframe computing and decentralized personal computing, suggesting the current centralized AI infrastructure boom may not be permanent. The investment implication is bearish for companies whose valuations depend heavily on sustained hyperscale data center demand growth, particularly those building or monetizing large-scale AI inference infrastructure. Baker does not name specific companies but the risk is most acute for hyperscaler capex beneficiaries like GPU suppliers and cloud infrastructure providers.",NVDA,moderate,"AAPL, QCOM",CONSTRUCTED,MIXED,KEEP CURRENT,"Model added {'NVDA'}, rejecting additions","AAPL, QCOM",CONSTRUCTED,MIXED,NVDA,OBVIOUS_UNIVERSE,SHORT,"Bearish thesis on hyperscale data center capex beneficiaries, with GPU suppliers identified as most at risk; NVDA is the dominant public pure-play GPU supplier for AI data centers, though conviction is moderate and framed as a risk scenario rather than base case.",RESOLVED_NO_BASKET,"He calls this a ""risk"" and ""downside scenario."" Not a trade, a warning. Model SHORT NVDA is wrong.",YES,NO
12/9/25,Edge AI as bear case for cloud,5,Edge AI running pruned frontier models on-device is the primary bear case for cloud AI compute demand,"Baker identifies edge AI — running pruned frontier models locally on-device — as the most plausible and serious bear case for cloud AI compute demand, second only to scaling laws breaking down. He argues that within three years, smartphones (likely larger and carrying more on-device DRAM) will be capable of running pruned versions of models like Gemini 5 at 30–60 tokens per second at zero marginal cost to the user. Apple's explicit stated strategy is to act as an AI distributor: handle as much inference as possible privately on-device and call out to cloud 'god models' only when local capability is insufficient. Baker's investment implication is cautionary for cloud inference beneficiaries — if on-device intelligence reaches roughly 115 IQ and proves 'good enough' for most tasks, demand for cloud inference compute (and thus GPU/TPU datacenter buildout) could materially disappoint relative to current expectations.","AAPL, GOOGL",moderate,"AAPL, QCOM",CONSTRUCTED,MIXED,KEEP CURRENT,"Model added {'AMD', 'AVGO', 'NVDA'}, rejecting additions","AAPL, QCOM",CONSTRUCTED,MIXED,"NVDA, AMD, AVGO",OBVIOUS_UNIVERSE,SHORT,"Bearish on cloud AI inference compute demand and GPU/TPU datacenter buildout, whose most obvious public beneficiaries are the major AI chip companies.",RESOLVED_NO_BASKET,"Same. ""Bear case"" framing. He is stress-testing his own thesis, not recommending a position.",YES,NO
10/30/25,Google TPU competitive position,2,Nvidia's roundtripping investments in AI labs are strategically rational competitive responses to Google's TPU ecosystem,"Baker argues that Nvidia's equity investments in AI labs like OpenAI and xAI — often criticized as 'roundtripping' where Nvidia invests cash that comes back as chip purchases — are strategically rational competitive responses rather than financial engineering. His core reasoning is that Google funds Anthropic with both chips and capital, creating a bundled competitive offering that locks in Anthropic as a TPU customer; Nvidia must mirror this strategy to retain OpenAI and xAI as GPU customers or risk losing them to Google's ecosystem. Baker dismisses roundtripping concerns as 'pretty overblown,' framing every move Jensen Huang has made as completely rational long-term strategy, and notes that Huang is one of the two best CEOs he has ever encountered. The investment implication is that NVDA's balance sheet deployments into AI labs should be viewed as customer retention and competitive moat-building rather than as a red flag, making the stock more attractive than the roundtripping narrative suggests. No specific financial figures or timeframes are cited, but the medium-term horizon implies Baker expects this competitive dynamic to persist through the current AI infrastructure buildout cycle.","NVDA, GOOGL",high_conviction,GOOGL,BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'NVDA'}, rejecting additions",GOOGL,BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly argues NVDA's roundtripping concerns are overblown and its investments should be viewed as rational competitive moat-building, making the stock more attractive than the negative narrative suggests.",DISAGREE,"TPU thesis beneficiary is GOOGL, not NVDA",YES,NO
10/22/25,Humanoid robotics / Tesla Optimus,6,Humanoid robots will be ubiquitous in homes and factories within 10 years,"Baker predicts that humanoid robots will be ubiquitous in both homes and factories within a 10-year timeframe, framing this as a high-conviction long-term structural view. He cites the Optimus robot (Tesla's humanoid) mining asteroids as an even longer-term vision, suggesting he sees the trajectory of humanoid robotics extending well beyond near-term industrial use cases. The thesis is presented alongside a prediction about the arrival of artificial superintelligence (ASI), implying Baker views these as complementary mega-trends in the coming decade. However, Baker does not name specific investable companies or provide a detailed mechanism for how to express this view, making the investment implication directionally clear (long humanoid robotics exposure) but not precisely actionable from this excerpt alone.",TSLA,moderate,TSLA,BAKER_NAMED,LONG,KEEP CURRENT,Source-only diff,TSLA,BAKER_NAMED,LONG,TSLA,OBVIOUS_UNIVERSE,LONG,"The bullish thesis on humanoid robots becoming ubiquitous, combined with specifically citing Tesla's Optimus robot, makes TSLA the clear primary public beneficiary of this view.",RESOLVED,"-> TSLA / BAKER_NAMED / LONG. He names Optimus and TSLA. Keep current. Source can be OBVIOUS_UNIVERSE, fine.",YES,NO
8/7/24,Nvidia GPU moat / CUDA ecosystem,4,"Large language models have only ever been trained on three chip architectures: Nvidia GPUs, Cerebras, and Google TPUs — giving these three a structural moat in foundation model training.","Baker makes a specific factual claim that all large language model training to date has occurred on only three chip architectures: Nvidia GPUs, Cerebras chips, and Google TPUs — and that no other silicon has been used for frontier model training. His reasoning is structural: the extreme difficulty of building the software stack, compiler toolchains, and distributed training frameworks required to run LLMs means that only these three have achieved the necessary ecosystem maturity. The investment implication is that Nvidia and Google (via TPUs embedded in its cloud and used for its own models) hold a durable structural moat in foundation model training, while competitors like AMD and Intel have failed to break into this workload despite years of effort. Baker implicitly dismisses AMD and Intel as viable training alternatives, and notes that AWS Trainium and other custom silicon have similarly not been used for frontier model training, though this claim may be slightly overstated given emerging Trainium usage.","NVDA, GOOGL",moderate,NVDA,BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'GOOGL'}, rejecting additions",NVDA,BAKER_NAMED,LONG,"NVDA, GOOGL",BAKER_NAMED,LONG,"Baker argues Nvidia and Google hold a durable structural moat in foundation model training due to ecosystem maturity, implying they are well-positioned to benefit while competitors like AMD and Intel are dismissed.",RESOLVED_NO_BASKET,"Same training-moat observation we already discussed. Structural, not a trade.",YES,NO
6/11/26,Open source AI bullish for hardware,1,"Open-source AI success is bullish for compute/hardware providers, not bearish for the AI ecosystem","Baker argues that the rise of open-source AI models is structurally bullish for compute and hardware providers, not bearish for the AI ecosystem as commonly feared. His reasoning is that if frontier proprietary models face margin compression from open-source competition, AI spending does not disappear — it shifts toward compute infrastructure, since open-source models still require massive hardware to train and run at scale. The better open-source models perform, the more inference and training compute is demanded across a broader set of users and enterprises who would otherwise have paid for proprietary API access. This reframes the conventional open-source bear case (that it destroys AI monetization) into a compute bull case: commoditization of model intelligence accelerates hardware consumption. The investment implication is to be long compute and semiconductor infrastructure providers that supply the GPUs, networking, and accelerators powering this expanded workload.",,high_conviction,NVDA,OBVIOUS_UNIVERSE,LONG,KEEP CURRENT,"Model added {'ANET', 'AMD', 'MRVL', 'AVGO'}, rejecting additions",NVDA,OBVIOUS_UNIVERSE,LONG,"NVDA, AMD, AVGO, MRVL, ANET",OBVIOUS_UNIVERSE,LONG,"Baker argues open-source AI commoditization shifts spending toward compute infrastructure, making GPU, networking, and accelerator providers the clear beneficiaries — a small, obvious public universe of semiconductor and networking companies.",RESOLVED,-> NVDA / OBVIOUS_UNIVERSE / LONG. Model added 5 tickers. He said open source shifts value to compute. NVDA is the obvious expression. Keep current. Do not add AMD/AVGO/MRVL/ANET.,YES,NO
1/30/24,Optical networking / interconnect,2,"Coherent optics must move inside the data center by 2025-2026, representing a transformational architectural shift","Baker argues that coherent optics technology, which currently sits outside data centers, will be required inside data centers by 2025 and no later than 2026, representing what he calls an 'unimaginable change to the architecture of a data center.' He frames this as a structural, near-inevitable architectural shift driven by the bandwidth demands of AI infrastructure scaling, not a speculative outcome. The investment implication is direct: companies that design and manufacture coherent optical components and systems stand to benefit enormously from this new inside-the-datacenter deployment wave. Baker explicitly names Ciena (CIEN) as a current public holding in his portfolio, and Coherent Corp (COHR), as the other major publicly listed coherent optics pure-play, is a clear implied beneficiary given its dominant position in coherent optical components and transceivers.","CIEN, COHR",high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP CURRENT,"Model dropped {'LITE'}, keeping named tickers","CIEN, COHR, LITE",BAKER_NAMED,LONG,"CIEN, COHR",BAKER_NAMED,LONG,Baker explicitly holds CIEN and the summary clearly implies COHR as a major beneficiary of the coherent optics shift inside data centers.,DISAGREE,He named LITE. Dropping it loses a named ticker.,YES,NO
10/30/25,Optical networking / interconnect,7,"Consumer AI business model will shift to outcome-based affiliate fees, squeezing out Google's advertising inefficiency premium","Baker argues that the dominant business model for consumer AI assistants will shift from advertising to outcome-based affiliate fees, fundamentally disrupting Google's core search advertising franchise. His reasoning is that Google's advertising model generates excess returns precisely because advertisers systematically overpay for customer acquisition — a structural inefficiency that AI can eliminate by closing the loop between intent and transaction (e.g., an AI assistant that books a hotel on a user's behalf and earns a fee only upon completion). This shift would compress the 'inefficiency premium' embedded in Google's ad revenue, representing a meaningful degradation of its business model over time. Baker notes that his personal preferred AI assistant is XAI/Grok, which he discloses is influenced by his direct shareholding in XAI, though XAI is not publicly listed. The investment implication is bearish on GOOGL's long-term advertising revenue durability, though Baker hedges on timing.",GOOGL,moderate,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'GOOGL'}, rejecting additions","CIEN, COHR, LITE",BAKER_NAMED,LONG,GOOGL,BAKER_NAMED,SHORT,"Baker explicitly argues that Google's advertising revenue model will be structurally disrupted by AI-driven outcome-based affiliate fees, representing a bearish view on GOOGL's long-term earnings power.",DISAGREE,He named LITE. Dropping it loses a named ticker.,YES,NO
12/9/25,Optical networking / interconnect,8,"Power scarcity is structurally bullish for the most compute-efficient chips (Nvidia GPUs), making price irrelevant when watts are the binding constraint","Baker argues that power scarcity fundamentally changes the economics of AI compute procurement, making tokens-per-watt the only metric that matters rather than total cost of ownership or upfront capex. When a data center is power-constrained, the operator should deploy the most compute-efficient chip available regardless of price, because a superior chip generating $25B in revenue from a fixed power envelope beats a cheaper ASIC generating only $8B from the same envelope. This structural dynamic gives maximum pricing power to whoever produces the most advanced, compute-efficient chips — which Baker identifies as Nvidia — for as long as power remains scarce. Baker calls this insight 'really important to me as an investor,' signaling high conviction, and the investment implication is that Nvidia's pricing power is durable and structurally protected by the power constraint rather than being vulnerable to cheaper ASIC alternatives. The thesis implicitly argues against the bear case that custom ASICs from hyperscalers will erode Nvidia's margins, because efficiency-per-watt, not cost-per-chip, is the binding competitive dimension.",NVDA,high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'NVDA'}, rejecting additions","CIEN, COHR, LITE",BAKER_NAMED,LONG,NVDA,BAKER_NAMED,LONG,"Baker explicitly identifies Nvidia as the beneficiary of power-scarcity-driven pricing power with high conviction, arguing its margins are structurally protected against ASIC competition.",DISAGREE,He named LITE. Dropping it loses a named ticker.,YES,NO
5/20/26,Optical networking / interconnect,10,"Astera Labs is a high-conviction long that has been miscategorized as a 'copper loser' in market baskets, when it is structurally a beneficiary of both copper and optical connectivity","Baker argues that Astera Labs (ALAB) has been systematically miscategorized in market 'copper loser' baskets, creating a significant mispricing opportunity. His structural argument is that Astera's primary product is a switch, and switches by definition connect to accelerators using both copper and optical connectivity — meaning Astera cannot be a copper loser regardless of how the market has labeled it. Baker has high conviction rooted in a long relationship with the company dating back to a Series C investment, giving him deep fundamental knowledge of the business. The miscategorization in leveraged short baskets has artificially depressed the stock, and Baker frames this as one of the largest opportunities he sees, contrasting ALAB with low-quality names that have already run 10x in 3-6 months and are likely to revert. The investment implication is a long position in ALAB, which benefits structurally from both copper and optical connectivity adoption in AI datacenter infrastructure.",ALAB,high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'ALAB'}, rejecting additions","CIEN, COHR, LITE",BAKER_NAMED,LONG,ALAB,BAKER_NAMED,LONG,"Baker explicitly identifies ALAB as a high-conviction long, arguing it is miscategorized and mispriced as a 'copper loser' when it structurally benefits from both copper and optical connectivity.",DISAGREE,He named LITE. Dropping it loses a named ticker.,YES,NO
6/15/26,Optical networking / interconnect,12,Being a 'token factory' is sufficient as a business model for the next 5-10 years; the world needs more token factories,"Baker argues that being a 'token factory' — a pure-play AI compute provider focused solely on inference and training throughput — is a fully sufficient and durable business model for the next 5 to 10 years, without needing to build out a full cloud stack including databases, storage, or other services like AWS offers. His reasoning is structural: global demand for AI tokens will be so large that dedicated compute providers will be capacity-constrained for the foreseeable future, making vertical integration into adjacent cloud services unnecessary and potentially distracting. The investment implication is that pure-play AI compute and neocloud providers should not be penalized for lacking full-stack cloud capabilities, and that their focused model is a feature rather than a limitation. Baker frames this as a contrarian defense of the neocloud business model against critics who argue these companies need to become more like hyperscalers to survive long-term.",CRWV,high_conviction,"CIEN, COHR, LITE",BAKER_NAMED,LONG,KEEP CURRENT,"Model added {'CRWV'}, rejecting additions","CIEN, COHR, LITE",BAKER_NAMED,LONG,CRWV,OBVIOUS_UNIVERSE,LONG,"Baker is explicitly defending the neocloud business model as durable and sufficient, and CRWV (CoreWeave) is the most prominent public pure-play neocloud/token factory fitting his thesis.",DISAGREE,He named LITE. Dropping it loses a named ticker.,YES,NO
