date,theme,event_type,confidence,mention_number,total_theme_mentions,source,summary,summary_extended,tickers_direct,resolved_basket,basket_source,basket_direction,basket_asterisk,override_note,is_derisk_signal,is_thesis_reversal,is_thesis_close,exclude_from_long_stats,ret_1m,ret_1q,ret_1y,ret_2y,smh_1m,smh_1q,smh_1y,smh_2y,excess_1m,excess_1q,excess_1y,excess_2y
2026-05-20,Disaggregation prefill/decode,FIRST_MENTION_WITH_TICKERS,high_conviction,1,6,Invest Like the Best (YouTube) — Watts and wafers,"The disaggregation of prefill and inference extends GPU useful lives to 10-15 years, which is structurally positive for private credit GPU financing and lowers the cost of the AI buildout","Baker argues that the architectural disaggregation of AI inference into separate prefill and decode stages structurally extends the useful life of older GPUs (Hopper, Ampere-generation) to 10-15 years, far beyond the 1-4 year useful life assumed by AI skeptics and embedded in current financing structures. His reasoning is that older chips can handle the compute-intensive prefill workload while newer chips handle latency-sensitive decode, meaning older hardware retains genuine economic utility rather than becoming obsolete. The investment implication is that GPU-backed private credit financing rates, currently in the low-7% range (citing CoreWeave as the benchmark), could compress to 5-6% as lenders recognize longer asset lives, materially reducing the total cost of the AI infrastructure buildout. Baker frames this as a structural positive for GPU financing vehicles and cloud/hyperscale operators who lease GPU capacity, and suggests it could offset losses private credit lenders face from deteriorating SaaS loan books. He cites no specific timeframe for the rate compression but treats the useful-life extension as an already-emerging structural reality rather than a speculative future outcome.",CRWV,CRWV,BAKER_NAMED,LONG,False,v4 review (CHANGE). Named CRWV,,,,,9.88,-11.37,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-8.58,-11.02,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Google TPU competitive position,THESIS_REVERSAL,high_conviction,4,5,Invest Like the Best (YouTube) — Watts and wafers,"Google has lost its per-cost-token leadership due to conservative TPU v8 design decisions, shifting the Pareto frontier to Anthropic, OpenAI, and xAI","Baker argues that Google has lost its dominant position on the AI Pareto frontier (intelligence vs. cost-per-token) over the past nine months, with Anthropic, OpenAI, and xAI's Grok now leading while Google's Gemini 3.1 merely 'hangs on' to the frontier — and likely only through subsidization driven by competitive pride. The root cause, Baker contends, was a deliberate and conservative design decision on TPU v8 intended to reduce Google's dependence on Broadcom (for networking) and Nvidia (for GPUs), which resulted in a chip that underperforms on the cost-efficiency curve relative to competitors using more aggressive third-party silicon. The investment implication is negative for Google's AI monetization and cloud competitiveness, as losing cost-per-token leadership means Google cannot attract or retain the most cost-sensitive AI workloads. Baker frames this as a structural, self-inflicted competitive disadvantage rather than a temporary gap, suggesting the shift in frontier leadership may persist until TPU v9 or a course correction in chip design philosophy. All three frontier leaders — Anthropic, OpenAI, and xAI — remain private, limiting direct investable expression of the beneficiary side of this thesis.","GOOGL, AVGO",GOOGL,BAKER_NAMED,LONG,False,"TPU mention 4 (2026-05-20): genuine reversal — Google lost per-cost-token leadership. Tag thesis-close, exclude from long-mention scoring. Mentions 1-3 keep GOOGL LONG.",,TRUE,TRUE,TRUE,-10.03,-12.35,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-28.5,-12.0,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Microsoft AI position,FIRST_MENTION,moderate,1,1,Invest Like the Best (YouTube) — Watts and wafers,Microsoft flinched on AI capex in early 2025 and is now making the right but risky decision to use compute for internal products rather than selling to OpenAI — this is underappreciated by the market,"Baker argues that Microsoft made a critical strategic error in early 2025 by briefly pulling back on AI capex, causing it to lose compute allocations that are difficult to recover — a mistake he summarizes as 'if you flinch, you lose position.' Satya Nadella is now pivoting to use that compute internally to improve Copilot and train Microsoft's own frontier models rather than selling capacity to OpenAI, which Baker views as the right long-term strategic bet but a risky one given his skepticism about Microsoft's ability to compete at the frontier model level. Baker provides a specific counterfactual: if Microsoft had simply continued serving OpenAI and Anthropic with its GPU capacity as a pure infrastructure play, the stock would be worth $800 today, implying the market is not fully pricing in the execution risk of the internal AI product strategy. The investment implication is nuanced — Baker gives Satya credit for strategic courage but is not unambiguously bullish, flagging team capability as the key risk to watch on the internal model training ambition.",MSFT,,NO_BASKET,SHORT,False,Both mentions -> NO_BASKET. Neither is a trade rec; the Dec-2024 row is really an xAI thesis.,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Microsoft AI position,FIRST_MENTION_WITH_TICKERS,moderate,1,1,Invest Like the Best (YouTube) — Watts and wafers,Microsoft flinched on AI capex in early 2025 and is now making the right but risky decision to use compute for internal products rather than selling to OpenAI — this is underappreciated by the market,"Baker argues that Microsoft made a critical strategic error in early 2025 by briefly pulling back on AI capex, causing it to lose compute allocations that are difficult to recover — a mistake he summarizes as 'if you flinch, you lose position.' Satya Nadella is now pivoting to use that compute internally to improve Copilot and train Microsoft's own frontier models rather than selling capacity to OpenAI, which Baker views as the right long-term strategic bet but a risky one given his skepticism about Microsoft's ability to compete at the frontier model level. Baker provides a specific counterfactual: if Microsoft had simply continued serving OpenAI and Anthropic with its GPU capacity as a pure infrastructure play, the stock would be worth $800 today, implying the market is not fully pricing in the execution risk of the internal AI product strategy. The investment implication is nuanced — Baker gives Satya credit for strategic courage but is not unambiguously bullish, flagging team capability as the key risk to watch on the internal model training ambition.",MSFT,,NO_BASKET,SHORT,False,Both mentions -> NO_BASKET. Neither is a trade rec; the Dec-2024 row is really an xAI thesis.,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Orbital / space-based compute,THIRD_MENTION_WITHIN_1YR,high_conviction,3,8,Invest Like the Best (YouTube) — Watts and wafers,"Capitalism will solve the power/watts shortage for AI data centers by 2027-2028, with orbital compute as the longer-term solution","Baker argues that the primary bottleneck for AI data center buildout has shifted from chips or energy supply to zoning and regulatory approvals, and that capitalism will resolve the watts shortage by 2027-2028 as turbine manufacturing capacity ramps and alternative energy sources come online. He bases this on direct time spent at SpaceX's Starbase facility with engineers who are highly confident in solving the technical challenges of orbital compute — racks in space cooled and connected by lasers — as the longer-term structural solution to power constraints. The investment implication is that power generation and grid infrastructure companies stand to benefit in the medium term as data center buildout accelerates once regulatory bottlenecks clear, while SpaceX (private) is the primary vehicle for the orbital compute thesis. Baker cites a specific timeline of 2027-2028 for the watts shortage to begin alleviating, suggesting near-term power scarcity remains a tailwind for existing clean power producers with contracted capacity.",GEV,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,,,,,,-22.54,-35.03,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-41.0,-34.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Orbital / space-based compute,FIRST_MENTION_WITH_TICKERS,high_conviction,3,8,Invest Like the Best (YouTube) — Watts and wafers,"Capitalism will solve the power/watts shortage for AI data centers by 2027-2028, with orbital compute as the longer-term solution","Baker argues that the primary bottleneck for AI data center buildout has shifted from chips or energy supply to zoning and regulatory approvals, and that capitalism will resolve the watts shortage by 2027-2028 as turbine manufacturing capacity ramps and alternative energy sources come online. He bases this on direct time spent at SpaceX's Starbase facility with engineers who are highly confident in solving the technical challenges of orbital compute — racks in space cooled and connected by lasers — as the longer-term structural solution to power constraints. The investment implication is that power generation and grid infrastructure companies stand to benefit in the medium term as data center buildout accelerates once regulatory bottlenecks clear, while SpaceX (private) is the primary vehicle for the orbital compute thesis. Baker cites a specific timeline of 2027-2028 for the watts shortage to begin alleviating, suggesting near-term power scarcity remains a tailwind for existing clean power producers with contracted capacity.",GEV,"RKLB, LUNR, ASTS, RDW",RETAIL_PROXY,LONG,True,,,,,,-22.54,-35.03,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-41.0,-34.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Power / cooling equipment suppliers,FIRST_MENTION,moderate,1,1,Invest Like the Best (YouTube) — Watts and wafers,Companies in the power production and cooling ecosystem that are massively ramping capacity face risk from orbital compute becoming real just as that capacity hits,"Baker warns that companies in the terrestrial power production and cooling ecosystem that are currently ramping significant new capacity face a specific timing risk: orbital compute could become understood and priced by the market precisely as that new capacity comes online, potentially stranding or devaluing those investments. His reasoning is that if orbital compute eliminates or dramatically reduces the need for earth-based data center power and cooling infrastructure, the massive capital expenditures being made today by power and cooling companies could become impaired assets. The investment implication is a cautionary one — Baker is not explicitly shorting these names but urges investors in power/cooling infrastructure plays to think carefully about whether the timeline of their capacity additions aligns dangerously with the timeline of orbital compute becoming a credible market narrative. He stops short of naming specific companies, framing this as a structural risk warning rather than a specific sell recommendation, and the thesis is explicitly contrarian relative to the consensus bullish view on AI power infrastructure buildout.","GEV, ETN, VRT, PWR",,NO_BASKET,,False,v4 review (STEVE). Steve: no trade,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Power / cooling equipment suppliers,FIRST_MENTION_WITH_TICKERS,moderate,1,1,Invest Like the Best (YouTube) — Watts and wafers,Companies in the power production and cooling ecosystem that are massively ramping capacity face risk from orbital compute becoming real just as that capacity hits,"Baker warns that companies in the terrestrial power production and cooling ecosystem that are currently ramping significant new capacity face a specific timing risk: orbital compute could become understood and priced by the market precisely as that new capacity comes online, potentially stranding or devaluing those investments. His reasoning is that if orbital compute eliminates or dramatically reduces the need for earth-based data center power and cooling infrastructure, the massive capital expenditures being made today by power and cooling companies could become impaired assets. The investment implication is a cautionary one — Baker is not explicitly shorting these names but urges investors in power/cooling infrastructure plays to think carefully about whether the timeline of their capacity additions aligns dangerously with the timeline of orbital compute becoming a credible market narrative. He stops short of naming specific companies, framing this as a structural risk warning rather than a specific sell recommendation, and the thesis is explicitly contrarian relative to the consensus bullish view on AI power infrastructure buildout.","GEV, ETN, VRT, PWR",,NO_BASKET,,False,v4 review (STEVE). Steve: no trade,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,TSMC capacity discipline,THIRD_MENTION_WITHIN_1YR,high_conviction,3,3,Invest Like the Best (YouTube) — Watts and wafers,TSMC's capacity discipline is the single most important variable in preventing an AI infrastructure bubble,"Baker argues that TSMC's capacity discipline is the single most important variable determining whether AI infrastructure investment tips into an overbuild bubble. His core claim is that if TSMC were to fulfill Jensen Huang's full demand ambitions, Nvidia could theoretically sell $2–3 trillion worth of GPUs in 2026–27, a pace that would almost certainly result in massive overcapacity and a bubble. Baker identifies a 'Goldilocks zone' for TSMC: expand capacity enough to prevent Intel or Samsung from capturing more than roughly 30% market share as a second-source foundry (which would undermine TSMC's pricing discipline), but constrain supply enough to prevent runaway GPU shipments. He concludes that TSMC's capacity announcements and expansion decisions are the single best leading indicator an investor can monitor to assess AI infrastructure bubble risk, making TSM the central analytical lens for this thesis.","TSM, NVDA","NVDA, AVGO, MU",OBVIOUS_UNIVERSE,LONG,False,"v4 review: trade continuation, basket locked. Established trade, continuation mention",,,,,17.66,5.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-0.8,6.21,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-05-20,Trainium / Amazon custom silicon,THIRD_MENTION_WITHIN_1YR,moderate,3,5,Invest Like the Best (YouTube) — Watts and wafers,"Amazon is in a strong position due to Trainium, real P&L efficiencies from robotics in retail over the next 18 months, and underappreciated Nova models","Baker argues that Amazon is in a stronger competitive position than the market appreciates across three distinct vectors: its proprietary Trainium AI chip, robotics-driven retail efficiency, and undervalued Nova foundation models. On the chip side, Baker highlights Trainium 3's technical architecture — specifically its switch scale-up network — as enabling economical Mixture-of-Experts (MoE) model inference, positioning Amazon to reduce dependence on NVIDIA and lower AI infrastructure costs. Baker expects robotics deployments in Amazon's retail and fulfillment operations to produce visible, measurable P&L improvements within 18 months, a catalyst he believes is underappreciated by the market. He also contends that Amazon's Nova models are better than their public reputation suggests, though he stops short of claiming they rival top-tier frontier models. The combined implication is that AMZN is a buy with multiple underappreciated near-to-medium-term earnings catalysts.",AMZN,AMZN,BAKER_NAMED,LONG,False,,,,,,-12.16,-1.85,INSUFFICIENT_DATA,INSUFFICIENT_DATA,18.46,-0.36,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-30.62,-1.49,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-07,Disaggregation prefill/decode,THIRD_MENTION_WITHIN_1YR,high_conviction,3,6,All-In Podcast — Liquidity Summit: secondary markets eating the IPO,Arista Networks and Drivetrain (Driveats/Drivets) are high-conviction positions in the AI networking infrastructure supercycle thesis — reinventing networking for disaggregated AI inference workloads.,"Baker argues that the shift toward disaggregated AI inference — where pre-fill and decode operations run on different, heterogeneous chips — requires a fundamental reinvention of data center networking, creating a multi-year infrastructure supercycle. He identifies Arista Networks (ANET) and a private company he refers to as 'Drivets' (likely a private networking startup) as two names he has been publicly involved in that are approaching this networking reinvention in a differentiated way. The investment implication is that traditional networking architectures are insufficient for orchestrating heterogeneous silicon at scale, and companies building purpose-built AI networking infrastructure stand to benefit enormously. Baker is described by co-host Gerstner as one of the earliest investors to frame the infra networking supercycle thesis, lending high conviction to the view. The thesis is long-term in nature and focused specifically on the networking layer of AI infrastructure, not compute or memory.",ANET,ANET,BAKER_NAMED,LONG,False,v4 review (CHANGE). Named ANET for networking,,,,,18.09,24.65,INSUFFICIENT_DATA,INSUFFICIENT_DATA,1.6,-4.08,INSUFFICIENT_DATA,INSUFFICIENT_DATA,16.49,28.74,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,Bottleneck trade ending,FIRST_MENTION_AND_HC,high_conviction,1,1,"BG2 Pod — SpaceX IPO, AI capex, Cursor",The 'finding the next bottleneck' trade in semiconductors is over; many bottleneck stocks have gone 'straight up a cliff' and need to rest or correct,"Baker argues that the 'finding the next bottleneck' trade in semiconductors — where investors rotated into whichever component or subsystem was the next supply constraint in the AI infrastructure buildout — is now exhausted. He contends that many of the stocks that benefited from this rotation have gone 'straight up a cliff' rather than climbing gradually, leaving them technically extended and vulnerable to consolidation or correction. As evidence of his conviction, Baker has reduced his own semiconductor exposure from 'large' to 'medium-small,' and notes that even Nvidia and Broadcom, the two most prominent AI semiconductor names, have been laggards in the most recent leg of the rally — suggesting the easy money has already been made across the board. He also flags a seasonal near-term headwind: AI token consumption tends to slow in summer as college students (a major usage cohort) are less active, which could add incremental selling pressure. The investment implication is to reduce or avoid overweight positions in extended semiconductor bottleneck plays in the near term, with Baker himself having already acted on this view.","NVDA, AVGO",,NO_BASKET,SHORT,False,"Both mentions (2026-06-11, 2026-06-15) -> NO_BASKET + is_derisk_signal. Verbal exposure-reduction signal front-running the Q2 2026 filing.",TRUE,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-1.5,-6.71,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,Bottleneck trade ending,FIRST_MENTION_WITH_TICKERS,high_conviction,1,1,"BG2 Pod — SpaceX IPO, AI capex, Cursor",The 'finding the next bottleneck' trade in semiconductors is over; many bottleneck stocks have gone 'straight up a cliff' and need to rest or correct,"Baker argues that the 'finding the next bottleneck' trade in semiconductors — where investors rotated into whichever component or subsystem was the next supply constraint in the AI infrastructure buildout — is now exhausted. He contends that many of the stocks that benefited from this rotation have gone 'straight up a cliff' rather than climbing gradually, leaving them technically extended and vulnerable to consolidation or correction. As evidence of his conviction, Baker has reduced his own semiconductor exposure from 'large' to 'medium-small,' and notes that even Nvidia and Broadcom, the two most prominent AI semiconductor names, have been laggards in the most recent leg of the rally — suggesting the easy money has already been made across the board. He also flags a seasonal near-term headwind: AI token consumption tends to slow in summer as college students (a major usage cohort) are less active, which could add incremental selling pressure. The investment implication is to reduce or avoid overweight positions in extended semiconductor bottleneck plays in the near term, with Baker himself having already acted on this view.","NVDA, AVGO",,NO_BASKET,SHORT,False,"Both mentions (2026-06-11, 2026-06-15) -> NO_BASKET + is_derisk_signal. Verbal exposure-reduction signal front-running the Q2 2026 filing.",TRUE,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-1.5,-6.71,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,Coding as killer AI app,FIRST_MENTION_WITH_TICKERS,high_conviction,3,3,"BG2 Pod — SpaceX IPO, AI capex, Cursor",Coding is the fastest path to AGI/ASI and will continue to be the dominant high-value AI use case capturing frontier model revenue,"Baker argues that coding is the dominant high-value AI use case and will remain so for the foreseeable future, citing Replit founder Amjad Masad's 'bitter lesson adjacent' insight that a model capable of coding can write code to do virtually anything, making coding the fastest path to AGI and ASI. The reasoning is structural: coding demand appears inexhaustible, enterprises will not tolerate second-tier code quality and therefore will not trade down from frontier models, and proprietary coding data accumulated by players like Cursor and xAI creates durable competitive moats. The investment implication is that frontier model providers capturing coding revenue — particularly those with coding-specific data advantages — are best positioned, and that coding will continue to concentrate AI revenue at the frontier rather than commoditizing to cheaper models. Baker corroborates this view with Anthropic revenue data and Cursor's growth trajectory, expressing high conviction with no hedging on the thesis.","ANTH, XAI",,NO_BASKET,LONG,False,,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-1.5,-6.71,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-11,Open source AI bullish for hardware,FIRST_MENTION_AND_HC,high_conviction,1,3,"BG2 Pod — SpaceX IPO, AI capex, Cursor","Open-source AI success is bullish for compute/hardware providers, not bearish for the AI ecosystem","Baker argues that the rise of open-source AI models is structurally bullish for compute and hardware providers, not bearish for the AI ecosystem as commonly feared. His reasoning is that if frontier proprietary models face margin compression from open-source competition, AI spending does not disappear — it shifts toward compute infrastructure, since open-source models still require massive hardware to train and run at scale. The better open-source models perform, the more inference and training compute is demanded across a broader set of users and enterprises who would otherwise have paid for proprietary API access. This reframes the conventional open-source bear case (that it destroys AI monetization) into a compute bull case: commoditization of model intelligence accelerates hardware consumption. The investment implication is to be long compute and semiconductor infrastructure providers that supply the GPUs, networking, and accelerators powering this expanded workload.",,NVDA,OBVIOUS_UNIVERSE,LONG,False,,,,,,3.38,6.67,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-1.5,-6.71,INSUFFICIENT_DATA,INSUFFICIENT_DATA,4.88,13.38,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-12,Datacenter physical assets,FIRST_MENTION,moderate,1,1,"CNBC Squawk on the Street — SpaceX public-debut day: orbital compute economics, compute shortage, IPO",Terrestrial data centers will never be decommissioned — once built they retain value — but orbital compute may dominate new installations within 10-20 years,"Baker argues that while terrestrial data centers will never be decommissioned and will retain their value, the overwhelming majority of net-new compute installed to serve planet Earth could be orbital within a 10-20 year timeframe, representing a fundamental structural shift in where incremental compute capacity is built. His reasoning is directional rather than near-term actionable — he uses hedged language ('I think,' 'there may be a day') and a wide time horizon, suggesting this is a long-term structural view about the economics of orbital versus terrestrial compute. The investment implication is a bifurcated future: existing terrestrial data center assets (REITs, operators) retain value as legacy infrastructure, while the incremental growth opportunity shifts toward orbital compute providers. Baker made these comments on SpaceX's public-debut day, implying SpaceX is the primary vehicle he has in mind for orbital compute, though no specific US-listed pure-play orbital compute equity exists today beyond SpaceX itself, which remains private.","EQIX, DLR",,NO_BASKET,,False,v4 review (STEVE). Steve: no basket,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-4.71,-12.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-12,Datacenter physical assets,FIRST_MENTION_WITH_TICKERS,moderate,1,1,"CNBC Squawk on the Street — SpaceX public-debut day: orbital compute economics, compute shortage, IPO",Terrestrial data centers will never be decommissioned — once built they retain value — but orbital compute may dominate new installations within 10-20 years,"Baker argues that while terrestrial data centers will never be decommissioned and will retain their value, the overwhelming majority of net-new compute installed to serve planet Earth could be orbital within a 10-20 year timeframe, representing a fundamental structural shift in where incremental compute capacity is built. His reasoning is directional rather than near-term actionable — he uses hedged language ('I think,' 'there may be a day') and a wide time horizon, suggesting this is a long-term structural view about the economics of orbital versus terrestrial compute. The investment implication is a bifurcated future: existing terrestrial data center assets (REITs, operators) retain value as legacy infrastructure, while the incremental growth opportunity shifts toward orbital compute providers. Baker made these comments on SpaceX's public-debut day, implying SpaceX is the primary vehicle he has in mind for orbital compute, though no specific US-listed pure-play orbital compute equity exists today beyond SpaceX itself, which remains private.","EQIX, DLR",,NO_BASKET,,False,v4 review (STEVE). Steve: no basket,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-4.71,-12.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-06-12,SPAC structural analysis,FIRST_MENTION_WITH_TICKERS,moderate,3,3,"CNBC Squawk on the Street — SpaceX public-debut day: orbital compute economics, compute shortage, IPO",GPU scarcity gives SpaceX a structural advantage in securing Nvidia allocations because Jensen Huang prioritizes customers who will use GPUs immediately,"Baker argues that Nvidia's Jensen Huang preferentially allocates scarce GPUs to customers who will deploy them immediately rather than queue them in a backlog, giving SpaceX a structural procurement advantage. The reasoning is that both GPU sellers (Nvidia) and power providers are incentivized to route constrained resources — chips and electricity — to whoever can put them to work fastest, and SpaceX's ability to bring gigawatts of power online rapidly makes it uniquely positioned to absorb large GPU allocations quickly. This creates a self-reinforcing advantage: SpaceX gets preferential GPU access because it can energize capacity fast, which in turn accelerates its orbital and terrestrial compute buildout ahead of competitors. Baker presents this as a logical inference consistent with known Nvidia allocation dynamics rather than confirmed fact, and the investment implication is that SpaceX's compute infrastructure position is stronger than it appears on paper — though SpaceX remains privately held, limiting direct public-market expression of this thesis.",NVDA,,NO_BASKET,MIXED,False,,,,,,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-4.71,-12.66,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-07-08,AI world models for gaming,FIRST_MENTION,moderate,1,1,"Generating Alpha — Ep.56: career arc, semis, NVDA/Tesla, AI infra cycles","AI world models will reduce AAA game development costs by ~90%, benefiting platform holders and harming game developers","Baker argues that AI world models will reduce the cost of developing AAA video games by approximately 90%, collapsing per-title budgets from the current $200-300M range and triggering a massive explosion in content supply. The core reasoning is that AI-generated world models will automate much of the labor-intensive asset creation, environment design, and testing that currently drives development costs, making it feasible for smaller teams to produce high-quality titles. This dynamic is structurally negative for incumbent AAA game studios, which will face intensified competition from a flood of lower-cost entrants, compressing margins and eroding pricing power. Conversely, Baker views video game platform holders as the primary beneficiaries, since content abundance increases the value proposition of their platforms and drives engagement and subscriber growth. No specific timeline was given, but the implication is a medium-term structural shift that favors platform economics over content creator economics.","MSFT, SONY, NTDOY, RBLX","SONY, NTDOY",OBVIOUS_UNIVERSE,LONG,False,v4 review (CHANGE). Platform holders win,,,,,14.06,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-3.63,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.69,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-07-08,AI world models for gaming,FIRST_MENTION_WITH_TICKERS,moderate,1,1,"Generating Alpha — Ep.56: career arc, semis, NVDA/Tesla, AI infra cycles","AI world models will reduce AAA game development costs by ~90%, benefiting platform holders and harming game developers","Baker argues that AI world models will reduce the cost of developing AAA video games by approximately 90%, collapsing per-title budgets from the current $200-300M range and triggering a massive explosion in content supply. The core reasoning is that AI-generated world models will automate much of the labor-intensive asset creation, environment design, and testing that currently drives development costs, making it feasible for smaller teams to produce high-quality titles. This dynamic is structurally negative for incumbent AAA game studios, which will face intensified competition from a flood of lower-cost entrants, compressing margins and eroding pricing power. Conversely, Baker views video game platform holders as the primary beneficiaries, since content abundance increases the value proposition of their platforms and drives engagement and subscriber growth. No specific timeline was given, but the implication is a medium-term structural shift that favors platform economics over content creator economics.","MSFT, SONY, NTDOY, RBLX","SONY, NTDOY",OBVIOUS_UNIVERSE,LONG,False,v4 review (CHANGE). Platform holders win,,,,,14.06,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-3.63,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,17.69,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
2026-07-08,Edge AI as bear case for cloud,FIRST_HC_NOT_FIRST_MENTION,high_conviction,4,4,"Generating Alpha — Ep.56: career arc, semis, NVDA/Tesla, AI infra cycles",AI rendering of video games on-device (replacing local GPU) is not viable in the next 5-7 years,"Baker explicitly dismisses as 'ridiculous' the thesis that AI cloud rendering will replace local GPU rendering on smartphones, iPads, and PCs within the next 5-7 years. His core argument is economic: using a cloud AI model like VO3 to render a game such as Monopoly Go at current list prices would cost more than two orders of magnitude more than the game's entire revenue, making the unit economics completely unworkable at any realistic scale. The implication is that local GPU silicon — the chips inside phones, tablets, and PCs that handle graphics rendering today — will not be displaced by AI inference in the near-to-medium term. This is a bearish view on a speculative AI disruption thesis rather than a bullish call on any specific company, though it implicitly supports the continued relevance of on-device GPU vendors. Investors should be skeptical of any narrative claiming AI cloud rendering will cannibalize local GPU demand within this timeframe.","QCOM, AAPL",,NO_BASKET,,False,"v4 review: NO_BASKET (removed from scored returns). Scenario framing, not a trade",,,,,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,-3.63,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,NO_BASKET,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA
